mode,batch,context_len,repeat,prefill_ms,decode_ms_per_token,decode_tokens_per_sec
fused_quarot,1,10,0,64.17376200358073,40.673238118489586,24.586190976159617
fused_quarot,1,10,1,63.853302001953125,40.608741760253906,24.62523970586937
fused_quarot,1,10,2,63.4407704671224,40.79358164469401,24.51366022993152
fused_quarot,1,128,0,77.28973388671875,44.073893229166664,22.68916872853503
fused_quarot,1,128,1,77.43304443359375,40.87541961669922,24.46458065451787
fused_quarot,1,128,2,76.65733846028645,40.703898111979164,24.567671559341385
fused_quarot,1,1024,0,225.2318115234375,42.770467122395836,23.38061908789328
fused_quarot,1,1024,1,225.27838134765625,46.1358896891276,21.6750995101252
fused_quarot,1,1024,2,225.40863037109375,42.894195556640625,23.313177622821414
fused_quarot,1,4096,0,891.486328125,48.819437662760414,20.483644381729583
fused_quarot,1,4096,1,891.2799479166666,48.785369873046875,20.497948516169473
fused_quarot,1,4096,2,893.91015625,50.949503580729164,19.62727661154748
fused_quarot,2,10,0,68.70503234863281,44.15159606933594,45.29847566233365
fused_quarot,2,10,1,65.42169698079427,41.110740661621094,48.649087022338634
fused_quarot,2,10,2,72.29778544108073,41.19172922770182,48.553436272225774
fused_quarot,2,128,0,90.7686258951823,41.49208323160807,48.20196635671522
fused_quarot,2,128,1,91.26613362630208,41.58422597249349,48.09515996096525
fused_quarot,2,128,2,90.70826212565105,41.70378112792969,47.95728219138787
fused_quarot,2,1024,0,381.9156087239583,45.90663146972656,43.5666903880524
fused_quarot,2,1024,1,381.2251790364583,43.99073791503906,45.46411573869649
fused_quarot,2,1024,2,381.1065266927083,43.32166035970052,46.16628225681943
fused_quarot,2,4096,0,1737.84765625,49.1222890218099,40.71471504742004
fused_quarot,2,4096,1,1741.7750651041667,49.4814707438151,40.41917044775773
fused_quarot,2,4096,2,1742.5362955729167,49.28297424316406,40.5819663020321
fused_quarot,4,10,0,69.91102600097656,41.93130238850912,95.39412734998098
fused_quarot,4,10,1,70.88016764322917,41.914100646972656,95.43327754281445
fused_quarot,4,10,2,80.2788594563802,42.13958485921224,94.92262473310888
fused_quarot,4,128,0,125.73388671875,42.114176432291664,94.97989368095398
fused_quarot,4,128,1,125.7269999186198,42.07654317220052,95.06484369758667
fused_quarot,4,128,2,125.5374043782552,43.45650736490885,92.04605345780737
fused_quarot,4,1024,0,761.4354654947916,43.95873006184896,90.9944394292576
fused_quarot,4,1024,1,761.9567057291666,45.05711873372396,88.7762047910559
fused_quarot,4,1024,2,762.1189778645834,43.84854634602865,91.22309251563773
fused_quarot,4,4096,0,3549.4895833333335,50.204427083333336,79.67424851518531
fused_quarot,4,4096,1,3550.9485677083335,49.873687744140625,80.20261145557534
fused_quarot,4,4096,2,3551.5807291666665,50.19896443684896,79.68291865924962
fused_quarot,8,10,0,71.74216206868489,42.84464009602865,186.7211390285791
fused_quarot,8,10,1,80.28631083170573,43.38045756022135,184.41483677055018
fused_quarot,8,10,2,71.0726826985677,42.80224609375,186.90607923886878
fused_quarot,8,128,0,219.46929931640625,43.225260416666664,185.07696478597464
fused_quarot,8,128,1,219.2808634440104,43.24446105957031,184.99479017624483
fused_quarot,8,128,2,219.72196451822916,43.26225280761719,184.91871044199158
fused_quarot,8,1024,0,1470.6834309895833,45.18592834472656,177.046268452591
fused_quarot,8,1024,1,1470.7727864583333,45.195149739583336,177.01014480749353
fused_quarot,8,1024,2,1472.1126302083333,45.279032389322914,176.68222083929626
fused_quarot,8,4096,0,7288.885416666667,52.517903645833336,152.3290048656522
fused_quarot,8,4096,1,7289.998046875,52.70543924967448,151.78699037309343
fused_quarot,8,4096,2,7287.884765625,52.51305135091146,152.34308032380497
