mode,batch,context_len,repeat,prefill_ms,decode_ms_per_token,decode_tokens_per_sec
fp16_hf,1,10,0,39.608357747395836,37.62165832519531,26.58043383830047
fp16_hf,1,10,1,39.42241923014323,39.31688435872396,25.434365319390107
fp16_hf,1,10,2,40.498677571614586,38.36540222167969,26.06515094568501
fp16_hf,1,128,0,61.677775065104164,38.08570098876953,26.256573308047386
fp16_hf,1,128,1,60.8851318359375,38.00483194986979,26.31244367345311
fp16_hf,1,128,2,61.22926330566406,38.02247873942057,26.300231682771116
fp16_hf,1,1024,0,167.3259073893229,40.42979431152344,24.734234171331824
fp16_hf,1,1024,1,165.73663330078125,40.53990681966146,24.66705225664233
fp16_hf,1,1024,2,166.14342244466147,40.64496612548828,24.60329274017784
fp16_hf,1,4096,0,819.9524739583334,44.73784891764323,22.35243812997971
fp16_hf,1,4096,1,803.31298828125,44.7371826171875,22.352771039627598
fp16_hf,1,4096,2,821.1041666666666,44.970438639322914,22.23683002116824
fp16_hf,2,10,0,45.886016845703125,43.16206359863281,46.336987466543455
fp16_hf,2,10,1,41.098706563313804,38.32607777913412,52.183790147419174
fp16_hf,2,10,2,42.011454264322914,38.148460388183594,52.42675535654109
fp16_hf,2,128,0,67.73243204752605,38.721107482910156,51.65141521023681
fp16_hf,2,128,1,67.79008483886719,38.87238311767578,51.450408737368456
fp16_hf,2,128,2,67.70884704589844,38.90542348225912,51.40671456543843
fp16_hf,2,1024,0,326.944091796875,41.136095682779946,48.61910122494254
fp16_hf,2,1024,1,324.67043050130206,40.81226348876953,49.00487816732703
fp16_hf,2,1024,2,327.3113606770833,40.984474182128906,48.798966923725736
fp16_hf,2,4096,0,1602.0489908854167,48.17932637532552,41.51158080583453
fp16_hf,2,4096,1,1600.3844401041667,47.79736328125,41.84331232314152
fp16_hf,2,4096,2,1607.2096354166667,48.43433125813802,41.29302393669276
fp16_hf,4,10,0,43.73660786946615,38.97265625,102.63606294477297
fp16_hf,4,10,1,43.5794677734375,38.81456502278646,103.05409831726213
fp16_hf,4,10,2,43.41607157389323,38.610084533691406,103.59987677596443
fp16_hf,4,128,0,97.36639404296875,45.139129638671875,88.61491198476931
fp16_hf,4,128,1,97.54041544596355,39.37084706624349,101.59801726566342
fp16_hf,4,128,2,97.60665893554688,39.41350555419922,101.48805450708835
fp16_hf,4,1024,0,689.3911946614584,46.73329162597656,85.59208779928123
fp16_hf,4,1024,1,689.9927571614584,42.179039001464844,94.83383440436097
fp16_hf,4,1024,2,690.4027506510416,42.291699727376304,94.58120685110976
fp16_hf,4,4096,0,3199.650390625,54.75953165690104,73.04664373432242
fp16_hf,4,4096,1,3204.1722005208335,58.31607564290365,68.59172116611299
fp16_hf,4,4096,2,3205.669921875,54.541280110677086,73.33894605852777
fp16_hf,8,10,0,51.50511169433594,39.494590759277344,202.5593846195453
fp16_hf,8,10,1,51.361063639322914,39.31782786051432,203.47003980945124
fp16_hf,8,10,2,51.18994140625,39.30176798502604,203.55318374094512
fp16_hf,8,128,0,158.95616658528647,41.05655161539713,194.85318871738414
fp16_hf,8,128,1,159.11982218424478,41.109700520833336,194.60127168637013
fp16_hf,8,128,2,158.87816365559897,41.127227783203125,194.51833812312776
fp16_hf,8,1024,0,1336.3636067708333,47.420684814453125,168.70275136899158
fp16_hf,8,1024,1,1335.9461263020833,47.277262369791664,169.2145356773384
fp16_hf,8,1024,2,1336.3419596354167,47.22560119628906,169.39964335760814
fp16_hf,8,4096,0,6368.029296875,71.23975626627605,112.29684686312008
fp16_hf,8,4096,1,6365.584635416667,71.24629211425781,112.28654520252626
fp16_hf,8,4096,2,6367.253255208333,71.08635965983073,112.53917120362286
